,score
723,-20
724,84
725,-40
726,20
727,86
728,96
729,126
730,2
731,44
732,38
733,-12
734,-20
735,-18
736,-28
737,-20
738,-20
739,0
740,54
741,-38
742,-20
743,10
744,42
745,-78
746,20
747,54
748,60
749,-100
750,-36
751,140
752,40
753,64
754,2
755,0
756,-2
757,-20
758,-26
759,-48
760,-100
761,-20
762,22
763,42
764,26
765,40
766,-80
767,98
768,6
769,6
770,-8
771,100
772,34
773,-100
774,54
775,72
776,50
777,-78
778,-40
779,98
780,-50
781,-60
782,40
783,-26
784,110
785,-30
786,-20
787,20
788,82
789,80
790,28
791,96
792,-4
793,54
794,-100
795,-80
796,-80
797,-80
798,24
799,2
800,112
801,-64
802,-20
803,38
804,12
805,40
806,54
807,-20
808,74
809,106
810,56
811,0
812,36
813,22
814,68
815,58
816,26
817,52
818,72
819,94
820,-22
821,40
822,4
823,86
824,102
825,-60
826,96
827,-18
828,-54
829,2
830,32
831,108
832,114
833,108
834,30
835,-60
836,52
837,-58
838,72
839,0
840,42
841,30
842,96
843,40
844,100
845,-80
846,96
847,-40
848,48
849,126
850,14
851,144
852,90
853,-28
854,-20
855,4
856,58
857,64
858,-100
859,-100
860,88
861,0
862,68
863,22
864,36
865,104
866,94
867,74
868,100
869,108
870,68
871,-80
872,-36
873,72
874,-40
875,24
876,0
877,68
878,10
879,-62
880,-48
881,26
882,0
883,4
884,36
885,142
886,12
887,72
888,-74
889,0
890,58
891,-60
892,40
893,140
894,-60
895,-8
896,36
897,122
898,38
899,-58
900,94
901,74
902,-40
903,0
904,20
905,40
906,-60
907,56
908,4
909,104
910,-34
911,8
912,88
913,102
914,124
915,22
916,78
917,-42
918,-100
919,-80
920,-40
921,30
922,-40
923,36
924,-60
925,14
926,14
927,-48
928,8
929,70
930,-4
931,0
932,18
933,96
934,98
935,64
936,16
937,-20
938,20
939,78
940,12
941,84
942,80
943,-16
944,32
945,52
946,-38
947,46
948,-20
949,126
950,60
951,78
952,-32
953,100
954,38
955,22
956,104
957,58
958,-60
959,20
960,20
961,0
962,90
963,-24
964,32
965,166
966,-42
967,40
968,62
969,84
970,48
971,24
972,-40
973,26
974,48
975,0
976,130
977,-26
978,-10
979,-20
980,44
981,-100
982,88
983,6
984,-32
985,-72
986,60
987,-60
988,78
989,58
990,56
991,-36
992,-20
993,118
994,10
995,134
996,124
997,42
998,88
999,-36
