,score
794,708
795,586
796,288
797,280
798,370
799,100
800,294
801,354
802,246
803,502
804,332
805,200
806,226
807,284
808,438
809,346
810,388
811,524
812,298
813,370
814,404
815,276
816,464
817,230
818,232
819,478
820,240
821,692
822,428
823,334
824,314
825,166
826,338
827,400
828,468
829,390
830,262
831,244
832,556
833,594
834,366
835,424
836,268
837,450
838,450
839,496
840,302
841,370
842,246
843,398
844,40
845,316
846,464
847,424
848,284
849,582
850,488
851,520
852,382
853,266
854,462
855,506
856,274
857,216
858,266
859,230
860,586
861,172
862,202
863,328
864,350
865,288
866,338
867,466
868,494
869,168
870,236
871,436
872,232
873,218
874,316
875,480
876,320
877,450
878,460
879,300
880,100
881,100
882,274
883,322
884,300
885,326
886,406
887,306
888,350
889,298
890,398
891,262
892,294
893,408
894,640
895,304
896,384
897,250
898,268
899,418
900,306
901,412
902,276
903,306
904,484
905,442
906,336
907,474
908,424
909,382
910,414
911,332
912,384
913,230
914,340
915,240
916,294
917,312
918,480
919,272
920,400
921,592
922,196
923,288
924,366
925,358
926,308
927,520
928,370
929,210
930,496
931,344
932,350
933,306
934,308
935,414
936,424
937,322
938,496
939,262
940,230
941,356
942,342
943,100
944,422
945,234
946,338
947,240
948,462
949,500
950,236
951,356
952,442
953,512
954,662
955,378
956,300
957,314
958,20
959,324
960,272
961,700
962,376
963,80
964,416
965,268
966,292
967,438
968,594
969,412
970,486
971,370
972,212
973,372
974,332
975,462
976,442
977,372
978,238
979,242
980,466
981,366
982,422
983,356
984,490
985,218
986,308
987,392
988,248
989,356
990,700
991,304
992,294
993,436
994,470
995,206
996,678
997,288
998,304
999,254
