,score
0,0
1,102
2,-40
3,0
4,60
5,114
6,-80
7,20
8,0
9,0
10,-100
11,60
12,60
13,40
14,20
15,-60
16,0
17,40
18,20
19,20
20,40
21,0
22,60
23,40
24,-100
25,80
26,-60
27,60
28,-20
29,130
30,116
31,100
32,-40
33,80
34,0
35,40
36,-80
37,108
38,110
39,-40
40,0
41,112
42,-20
43,20
44,-20
45,110
46,124
47,120
48,40
49,-40
50,134
51,-100
52,60
53,-40
54,60
55,60
56,20
57,-60
58,20
59,-40
60,-80
61,0
62,-40
63,80
64,144
65,60
66,-60
67,40
68,0
69,0
70,40
71,0
72,-100
73,-60
74,130
75,144
76,-80
77,-20
78,-20
79,138
80,60
81,20
82,138
83,0
84,132
85,80
86,100
87,-60
88,-40
89,20
90,-20
91,-40
92,0
93,-80
94,80
95,0
96,-20
97,80
98,80
99,-60
100,116
101,-80
102,-20
103,134
104,120
105,-60
106,-60
107,40
108,-20
109,80
110,0
111,0
112,106
113,-80
114,-20
115,0
116,154
117,-60
118,-100
119,60
120,136
121,0
122,120
123,-20
124,-80
125,134
126,60
127,150
128,-40
129,20
130,-60
131,-20
132,40
133,0
134,-60
135,80
136,-60
137,60
138,80
139,136
140,40
141,60
142,20
143,0
144,60
145,134
146,40
147,-40
148,112
149,80
150,60
151,40
152,-20
153,0
154,80
155,-40
156,160
157,-80
158,-40
159,0
160,60
161,-40
162,0
163,114
164,124
165,20
166,-20
167,80
168,80
169,-40
170,80
171,106
172,-60
173,60
174,0
175,-40
176,20
177,-60
178,128
179,-40
180,40
181,80
182,-20
183,134
184,80
185,40
186,126
187,126
188,120
189,60
190,60
191,-60
192,60
193,80
194,-40
195,20
196,-80
197,158
198,60
199,60
200,-100
201,60
202,158
203,100
204,100
205,40
206,-20
207,60
208,0
209,0
210,0
211,-80
212,-100
213,-80
214,100
215,0
216,0
217,-20
218,-40
219,20
220,20
221,110
222,-20
223,114
224,-40
225,0
226,60
227,120
228,100
229,0
230,60
231,60
232,118
233,-20
234,-40
235,60
236,40
237,80
238,60
239,20
240,106
241,40
242,-20
243,-100
244,146
245,140
246,-60
247,20
248,40
249,122
250,124
251,144
252,20
253,130
254,60
255,60
256,154
257,-80
258,60
259,20
260,-100
261,60
262,80
263,20
264,114
265,-20
266,20
267,80
268,0
269,0
270,20
271,60
272,120
273,20
274,20
275,122
276,108
277,-40
278,80
279,20
280,80
281,80
282,-20
283,-80
284,-20
285,80
286,20
287,-100
288,-80
289,80
290,120
291,-60
292,-20
293,-20
294,-20
295,60
296,-60
297,-40
298,60
299,60
300,146
301,20
302,60
303,60
304,60
305,-20
306,-20
307,60
308,20
309,-80
310,108
311,102
312,134
313,40
314,160
315,-80
316,0
317,164
318,20
319,60
320,186
321,60
322,110
323,-20
324,138
325,268
326,-20
327,20
328,20
329,20
330,-40
331,-40
332,-20
333,112
334,60
335,-40
336,20
337,0
338,-20
339,-100
340,80
341,134
342,136
343,80
344,40
345,140
346,60
347,20
348,20
349,-60
350,60
