,score
0,111
1,36
2,0
3,81
4,96
5,141
6,213
7,126
8,135
9,114
10,90
11,96
12,99
13,120
14,156
15,168
16,144
17,123
18,159
19,135
20,48
21,81
22,90
23,54
24,141
25,150
26,72
27,126
28,102
29,156
30,138
31,117
32,111
33,132
34,153
35,111
36,102
37,129
38,66
39,120
40,120
41,81
42,141
43,120
44,147
45,87
46,174
47,150
48,129
49,144
50,69
51,111
52,129
53,135
54,120
55,81
56,162
57,105
58,126
59,165
60,105
61,120
62,87
63,-30
64,99
65,33
66,117
67,165
68,-30
69,144
70,120
71,123
72,0
73,159
74,147
75,90
76,147
77,54
78,156
79,123
80,132
81,144
82,120
83,78
84,138
85,129
86,159
87,162
88,48
89,135
90,129
91,120
92,114
93,186
94,96
95,78
96,75
97,96
98,159
99,153
100,87
101,213
102,147
103,72
104,180
105,141
106,156
107,150
108,0
109,123
110,150
111,141
112,141
113,81
114,-60
115,0
116,81
117,156
118,135
119,33
120,117
121,120
122,141
123,117
124,78
125,0
126,90
127,111
128,150
129,108
130,147
131,108
132,-30
133,159
134,60
135,60
136,159
137,51
138,99
139,141
140,171
141,192
142,105
143,201
144,0
145,147
146,159
147,144
148,0
149,132
150,126
151,66
152,0
153,120
154,84
155,138
156,168
157,129
158,105
159,93
160,63
161,114
162,105
163,126
164,0
165,-30
166,129
167,132
168,141
169,117
170,165
171,132
172,162
173,129
174,111
175,48
176,141
177,84
178,138
179,99
180,126
181,135
182,108
183,0
184,120
185,117
186,138
187,132
188,123
189,141
190,117
191,102
192,63
193,135
194,153
195,129
196,0
197,171
198,156
199,39
200,153
201,81
202,192
203,135
204,159
205,207
206,81
207,99
208,162
209,126
210,141
211,102
212,93
213,252
214,147
215,156
216,111
217,150
218,135
219,0
220,135
221,126
222,252
223,168
224,51
225,132
226,132
227,138
228,66
229,147
230,141
231,156
232,87
233,138
234,153
235,147
236,60
237,96
238,117
239,165
240,138
241,0
242,75
243,81
244,240
245,168
246,156
247,111
248,165
249,117
250,138
251,96
252,120
253,105
254,117
255,-30
256,0
257,78
258,144
259,168
260,123
261,156
262,132
263,144
264,129
265,108
266,141
267,135
268,93
269,147
270,153
271,105
272,138
273,150
274,111
275,156
276,153
277,108
278,60
279,150
280,114
281,99
282,153
283,159
284,45
285,123
286,123
287,150
288,156
289,162
290,132
291,138
292,165
293,153
294,189
295,141
296,138
297,165
298,120
299,141
300,126
301,120
302,114
303,99
304,138
305,0
306,141
307,117
308,165
309,120
310,147
311,102
312,0
313,132
314,99
315,126
316,141
317,150
318,126
319,-30
320,153
321,156
322,162
323,135
324,156
325,141
326,144
327,147
328,63
329,126
330,0
331,0
332,162
333,138
334,114
335,0
336,90
337,102
338,111
339,108
340,78
341,132
342,123
343,57
344,90
345,135
346,135
